,text,user
15,۳/و در مقابل هر آنچه را که در آن کشتن و زدن و بستن است با حرارتی فوق‌العاده و افزودنی‌های مجاز و غیرمجاز به خورد مخاطب می‌دهد و در سندیتش هم ذره‌ای تردید به خود راه نمی‌دهد. هر جایی هم که زمین زیادی سفت است و چاره‌ای جز پذیرش مطلب وجود ندارد می‌گوید این اسمش اخلاق نیست، تقواست.,khabaronlinee
16,۲/ آقای #پناهیان برای اثبات تئوری خطرناک خود که از دل آن، توجیه بی‌قانونی و بی‌عقلی و اقداماتی خلاف عرف و شرع و منافع ملی بیرون می‌آید، هر روایتی را که در آن نشانی از اخلاق و دعوت به صلح و آشتی است دارای سند ضعیف می‌خواند,khabaronlinee
17,"از یادداشت عبدالجواد موسوی:
۱/ ماجرای ضدیت با اخلاق و مهربانی و اصولا هرچه به مدارا و تساهل و تسامح مربوط می‌شود و ترویج خشونت، نقل امروز و دیروز نیست. پروژه‌ای است که جناب #پناهیان و دوستانشان سال‌هاست کلید زده‌اند و بر اهل اشارت پوشیده نیست که قصد و غرض از  چنین سخنانی چیست. https://t.co/GxIXAEbch2",khabaronlinee
18,واکنش‌ها به سخنان #پناهیان بالا گرفته؛ برخی مساله را به بدسلیقگی در انتخاب واژه تقلیل داده‌اند و بعضی دیگر به کار بردن تعبیر #گوشت_تلخ برای توصیف پیامبر(ص) و علی(ع) را نشانه‌‌ی قرائتی خاص از دین می‌دانند. در این میان شیخ #حسین_انصاریان نیز تعبیر فوق را بالاترین ناسزا دانسته است. https://t.co/W5Yxyk55V4,khabaronlinee
19,معین‌الدین سعیدی نماینده‌ فعالی بود و بارها هم مورد توجه افکار عمومی قرار گرفت خصوصا آن زمان که آب هوتگ #سیستان_و_بلوچستان را به مجلس برد، خودش نوشید و به وزیر هم سپرد تا برای نوشیدن به سران قوا برساند. سعیدی در #کافه_خبر می‌گوید که همان کار یکی از دلایل #رد_صلاحیت او بوده است. https://t.co/guBXOQzdS2,khabaronlinee
20,"قرار بود نقشه‌ی #شهرک_اکباتان در نیویورک ساخته شود آن هم برای تعاونی‌های کارگری اما آنها پول نداشتند و آن ایده نهایتا در تهران اجرایی شد در ایام وفور درآمدهای نفتی، روزگار برآمدن طبقه متوسط و دوران پیوند کسب و کارهای ایرانی با شرکت‌های بین‌المللی.
#اکباتان
#کافه_خبر https://t.co/8FKDkrYEt0",khabaronlinee
21,"روحانی در دیدار با اعضای تحریریه @EtemadDaily در قسمتی که به ماجرای خرید #واکسن در روزگار پاندمی پرداخته، دو بار از مخبر، معاون اول فعلی #رئیسی و رئیس وقت ستاد اجرایی نام می‌برد. یک بار از وعده ۵۰ میلیون دوز #واکسن_برکت می‌گوید و یک بار هم از سخنانی که در مجلس خبرگان گفته.
#کرونا https://t.co/0ihWWKn5bi",khabaronlinee
22,"ابراهیم #رئیسی در نشست رمضانی با نمایندگان تشکل‌های دانشجویی، بی‌آنکه از کلیدواژه‌های همیشگی‌اش، قطار و ریل استفاده کند باز هم از پیشرفت گفته؛ او مدعی است پیشرفت در دولت مردمی‌اش به بهانه‌ی #تحریم و تهدید و فشار هرگز متوقف نشده.
#دولت_سیزدهم https://t.co/IdjacfJpfH",khabaronlinee
23,"میرسلیم در #کافه_خبر از #بنزین گفته؛ او معتقد است که مصرف لجام گسیخته باعث از دست رفتن منابع ارزی شده و پول ملی نسبت به ابتدای دهه ۵۰، پنجاه هزار برابر کاهش یافته و در نتیجه نقشه‌ی دشمن برای #فروپاشی اقتصادی موفق بوده!
او می‌گوید قیمت سوخت باید اصلاح شود.
https://t.co/igRlF9H7XQ https://t.co/MP1P3P5V3A",khabaronlinee
24,سال گذشته دعاهای شیخ #حسین_انصاریان در شب‌های قدر به مذاق تندروها خوش نیامد و بر او تاختند؛ دعاهای او امسال هم روادارانه و رحمانی بود خاصه آنجاکه از خدا خواست خیلی‌ها که به خاطر اعمال هم‌لباسی‌هایش با طلبه‌هایی چون او بد شده‌اند و احیا نگرفته‌اند را هم در ثواب مراسم شریک بگرداند. https://t.co/1aWnBCkXbr,khabaronlinee
25,"واعظی در #کافه_خبر گفت‌وگوی مفصلی داشته و از #برجام، ماجرای استعفای #ظریف، وزرای دولت قبلی، حافظه‌ی #روحانی و ... گفته؛ او ادعای حسن روحانی را هم تکرار کرده که همه چیز برای احیای برجام آماده بود اما ...
متن کامل گفت‌وگو را اینجا بخوانید:
https://t.co/6FNHe946KH https://t.co/uYSNu1pQco",khabaronlinee
26,"سید حسین مرعشی از سه سناریوی محتملی می‌گوید که در صورت کنار گذاشتن نهاد #انتخابات رخ خواهد داد: اتفاقاتی شبیه اعتراضات ۱۴۰۱ و پیامدهایش، فروپاشی نظام در اثر ضعیف شدن مستمر نهادها و یا ضربه از بیرون به کشور.
#کافه_خبر 
@hoseinmarashii https://t.co/n0DXUkDJcu",khabaronlinee
27,"از این قاب پنج نفره، چهار نفر شهید شده‌اند و از چهار شهید این تصویر، سه نفر هدف #ترور قرار گرفته‌اند: عماد مغنیه در #دمشق، #سردار_سلیمانی در بغداد و دیروز  #سردار_زاهدی باز هم در دمشق.
#إسرائيل
#اسرائيل_إرهابية https://t.co/91v8WQ4BC4",khabaronlinee
28,"مصطفی معین از انتخابات #مجلس_هفتم به این سو (به جز انتخابات ۹۲) رای نداده است! البته او می‌گوید در #انتخابات واقعی، در رویدادی که شبه‌انتخابات و مهندسی شده نباشد رای می‌دهد و از سهم خود از دموکراسی استفاده خواهد کرد.
#رد_صلاحیت
#کافه_خبر https://t.co/80lpJyWTr1",khabaronlinee
29,"در #کافه_خبر از حسین ایمانی جاجرمی، جامعه‌شناس پرسیدیم که چرا اعتراضات۱۴۰۱ در #شهرک_اکباتان متفاوت بود؟
او در پاسخ از فضای باز اکباتان، تراکم جمعیتی آن، پذیرفته شدن‌اش به عنوان پلازا برای اکت سیاسی، فضای مدرن و هویت اجتماعی شهرک به عنوان محله‌ ممتاز متاثر از طبقه متوسط می‌گوید. https://t.co/1jWLh9TwWL",khabaronlinee
30,"پزشکیان بعید می‌داند که رسایی و همفکرانش به هیات رئیسه‌ی #مجلس برسند؛ او مجلس را محل گفت‌وگو می‌داند نه دعوا و بداخلاقی.
https://t.co/4NB72m3mEq https://t.co/SLRRJEXb96",khabaronlinee
31,"سمیه توحیدلو @smto از شکل‌گیری یک تفاهم در زیر پوست جامعه حرف زده، تفاهمی که بسترساز پذیرش گونه‌های دیگر زیستن است. او معتقد است پس از جنبش۱۴۰۱ شبکه‌های مجازی و رسانه‌ای پذیرفته‌اند که کاری با پوشش زنان نداشته باشند و این یک تغییر بزرگ است.
متن کامل گفتگو:
https://t.co/S7jxYzRAqM https://t.co/64gYe95hfd",khabaronlinee
32,علیرضابیگی، عضو کمیته بوده و بعدها از فرماندهان نیروی انتظامی اما در دولت #احمدی‌نژاد استاندار می‌شود و در مجالس دهم و یازدهم هم نماینده و نهایتا هم رد صلاحیت. او در #کافه_خبر از دلیل رای دادن احمدی‌نژاد در انتخابات اخیر گفته: رفع اتهام از خود، اتهام نگاه به پسا جمهوری اسلامی! https://t.co/HNV5EZzZmw,khabaronlinee
33,"گفت‌وگوی خبرآنلاین با محمد رویانیان، هم جذاب است و هم در بازخوانی تکه‌ای از روزگار پرسپولیس، مهم. گرچه سرخ‌پوشان در دوره‌ سردار، فاتح جامی نبودند اما میراث رویانیان همچنان قابل اعتناست، میراثی که مهم‌ترین‌اش بازگرداندن برند #پرسپولیس است.
متن کامل گفت‌وگو:
https://t.co/mN80uD6nj2 https://t.co/XlJNDl7uAM",khabaronlinee
34,فلاحت‌پیشه رئیس سابق کمیسیون امنیت ملی نقل کرده که حقوق ۴۰هزار دلاری ۱۱ نماینده‌ ترامپ در بانک‌های ترکیه از پول ملت ایران پرداخت می‌شده! به عبارتی #ترامپ برای نظارت بر اجرای #تحریم، نمایندگانی در ترکیه مستقر کرده که حقوق‌شان از بالا بردن هزینه‌ چنج منابع ایران در ترکیه تامین شده. https://t.co/RUNAfbGBiB,khabaronlinee
35,"هر دو معین، هر دو متولد ۱۳۳۰ و هر دو از نجف‌آباد اصفهان؛ یکی نصرالله معین، خواننده‌ی پرآوازه‌ و محبوب چند نسل و دیگری مصطفی معین، سیاستمدار معروف، وزیر مستعفی و کاندیدای ناکام ریاست‌جمهوری ۸۴. مصطفی معین دوست دارد که #معین خودش به ایران بازگردد نه به دعوت دیگران!
#کافه_خبر https://t.co/hdu9hFl5eL",khabaronlinee
36,تصاویر دیدار دیشب #عباس_قادری با ابراهیم #رئیسی مورد توجه کاربران قرار گرفته؛ لحظاتی که عباس قادری آن را تحقق آرزوی ۴۵ ساله‌ی خود می‌‌داند. https://t.co/CWPtNgUkzu,khabaronlinee
37,انسیه خزعلی، معاون #رئیسی در امور زنان و خانواده که برای شرکت در نشست کمیسیون مقام زن سازمان ملل #UNCSW68 به نیویورک رفته، با نشریه @Newsweek هم مصاحبه کرده است؛ چند نقل قول از او را به نقل از ایلنا بخوانید: https://t.co/1g0h6YtAji,khabaronlinee
38,"یکی از جالب‌ترین اظهارنظرهای امروز از سردار اسماعیل کوثری بود؛ او که نماینده کنونی تهران و منتخب مجلس بعدی است درباره‌ی مشارکت کم تهرانی‌ها در #انتخابات تقریبا اینچنین چیزی گفته: مردم آمدند، شلوغ بود رفتند!
متن گفت‌وگو را اینجا بخوانید:
https://t.co/bktbm2PDrs https://t.co/u3t4YnuTxM",khabaronlinee
39,طبق ادعای روابط عمومی #اصغر_فرهادی، این فیلم‌ساز از اتهام نقض حقوق مولف تبرئه شد؛ اتهامی که توسط هنرجوی سابق او، آزاده مسیح‌زاده بر او وارد شده بود. فرهادی پس از موفقیت چشم‌گیر فیلم قهرمان در جشنواره کن، به کپی‌برداری از مستند دو سر برد، دو سر باخت متهم شد. https://t.co/T9JV9YrwJC,khabaronlinee
40,"۱۰ آبان ۱۴۰۲ بود که محسنی اژه‌ای در سفر استانی خود به کرمان تایید کرد که ۲ فرزند معاون اول‌اش بازداشت شده‌اند و پدرشان هم تسلیم قانون است. امروز، بعد از ۴ ماه و برگزاری دادگاه، مصدق معاون اول قوه استعفا داده و در متن استعفا نوشته است برای جلوگیری از ایجاد شائبه اعمال نفوذ.
#فساد https://t.co/HdKlWmDduM",khabaronlinee
41,RT @farhadeto: @Fapaghalenejad یه مطلب نوشته درباره اجرای سیریا که توش یه جا ارجاع داره به گزارش معروف رضا رستمی خدابیامرز از تعزیه‌خوانی ا…,khabaronlinee
42,"بالاخره شب نولان هم فرا رسید و در مراسم اهدای جوایز آکادمی #اسکار ۲۰۲۴، فیلم #اوپنهایمر ساخته‌ی ستایش شده‌ی او ۷ مجسمه‌ی طلایی را تصاحب کرد از جمله اسکار بهترین فیلم و بهترین کارگردانی که برای نخستین بار و پس از دو دهه به کریستوفر نولان می‌رسید.
#Oscar2024 https://t.co/tawtKLhmLw",khabaronlinee
43,کدام گزینه را برای ریاست #مجلس محتمل‌تر می‌دانید؟,khabaronlinee
44,کدام گزینه را برای ریاست #مجلس_خبرگان محتمل‌تر می‌دانید؟,khabaronlinee
45,"حسین جلالی نماینده‌ی رفسنجان است، عضو کمیسیون فرهنگی #مجلس و تبار سیاسی‌اش هم به #مصباح و جبهه‌ی پایداری می‌رسد. او در گفت‌وگو با دیده‌بان ایران گفته که اگر او نیز جای طلبه‌ی #درمانگاه_قم بود، از آن خانم عکس می‌گرفت چراکه عکس گرفتن از صحنه‌ی ابتذال، وظیفه است!
#امر_به_معروف
#حجاب https://t.co/8QbE1RRqBC",khabaronlinee
46,دفتر روحانی می‌گوید #شورای_نگهبان پس از گذشت ۴۰ روز و بعد از ارسال ۴ نامه از طرف روحانی برای اعلام دلایل #رد_صلاحیت، بالاخره جواب داده اما طبق گفته‌ @rouhanioffice جواب شورا فاقد مستندات بوده است. روحانی هم نامه‌ دیگری فرستاده و گفته اسناد ارائه کنید و از کلی‌گویی خودداری کنید! https://t.co/1oiJvoz4cX,khabaronlinee
47,"میثم نیلی با نسبت خانوادگی‌اش به یاد آورده می‌شود اما لیست بلند مناصب و عضویت‌هایش نشان می‌دهد که نقشی فراتر از برادر داماد #رئیسی دارد. او طلبه ماجرای #درمانگاه_قم را طلبه صبور! نامیده و زن معترض را متوهم و هتاک! و عکس گرفتن از دیگران را هم عرف روزگار رسانه‌!
#حجاب
#آمر_به_معروف https://t.co/YHE2hTtSXD",khabaronlinee
48,"باز هم یک جشن فارغ‌التحصیلی دیگر حاشیه‌ساز شد و دوباره همان همیشگی: فشار نهادهای بیرونی و امنیتی به #دانشگاه. این بار در اصفهان و در جشن دانش‌آموختگان علوم ورزشی و با وایرال شدن ویدیویی از حرکات ورزشی دانشجویان بی‌آنکه حتی حجاب از سر کسی افتاده باشد.
https://t.co/XlitE9Yjv9",khabaronlinee
49,"چند تصویر از نخستین آئین تجلیل از آمران به معروف و ناهیان از منکر لسانی
#امر_به_معروف https://t.co/apCyNxo0Nc",khabaronlinee
50,سید ابراهیم رئیسی در جمع مردم #ایذه گفته است مبادا بشنوم #فساد، #رشوه و رابطه‌ی ناسالم در یک اداره یا سازمان رخنه کرده است! https://t.co/D4qWMaGNsq,khabaronlinee
51,دبیر میز مقابله با #اعتیاد شورای عالی انقلاب فرهنگی از مصرف مستمر و غیر مستمر #مواد_مخدر توسط ۴ میلیون و ۴۰۰ هزار ایرانی خبر داده و اضافه کرده که یک ششم جمعیت کشور، درگیر مساله‌ی مصرف مواد مخدر است! https://t.co/qo9jA7RcaA,khabaronlinee
52,"چند قاب مشترک از #روحانی و #رئیسی در مجلس ترحیم آیت‌الله امامی کاشانی.
عکس‌ها از:
@jamarannews 
@IRNA_1313
@Tasnimnews_Fa https://t.co/SWBLDc7Wdf",khabaronlinee
53,"«با پدیده‌ای به نام گسترش‌ روز افزون لشکر گرسنگان مواجه هستیم. کارآمدی عنصری است‌ که در سفره مردم دیده می‌شود و نیاز به سخنرانی ندارد. ما قدرت‌ اجتماعی را از دست دادیم و شکاف‌های اجتماعی در جامعه عمیق شد و الان در مرز گسل هستیم»

صالحی امیری در همایش سالانه انجمن علوم سیاسی ایران https://t.co/bQeajS34A9",khabaronlinee
54,"ترامپ در مصاحبه با @FoxNews تصریح کرده که در اردوگاه #اسرائیل است و با شیوه‌  ارتش اسرائیل در #جنگ_غزه هم همراه؛ #ترامپ با خشونت تاکید کرده که باید به مشکل پایان داد!
حالا بعد از رای دیوان عالی، #SuperTuesday و کناره‌گیری @NikkiHaley این مواضع او بر نگرانی‌ها می‌افزاید. https://t.co/zZ4C3kRSIW",khabaronlinee
55,"«این بار تصمیم گرفتم که اگر نمی توانم کاری برای مردم بکنم همراه و همنوا با خیل ناراضیانی باشم که در عمق وجودشان بر این باورند که اگر راه نجاتی باشد راه اصلاح امور است»
سید محمد #خاتمی
۱۵ اسفند ۱۴۰۲
@Khatamimedia
#انتخابات
#انتخابات۱۴۰۲ https://t.co/CBeDvqaE5B",khabaronlinee
56,"عباس علی آبادی با شنیدن واردات خودروی کارکرده، کهیر می‌زند!
به نظر وزیر #صمت، خودرو دست دوم به دلیل فرسوده بودن و نیاز به قطعات و لوازم یدکی، ارزبری بالایی دارد. حتی اگر از منابع فردی هم خودرو دست دوم وارد کشور شود بعدتر باید از منابع ملی برای آن هزینه کرد.
#واردات_خودرو https://t.co/QyVGe6I8Ms",khabaronlinee
57,"«دوستانی که می‌گفتند ۸۰ درصد مشکلات به خاطر ناکارآمدی و ۲۰ درصد به خاطر #تحریم است، امروز نظر دیگری دارند؛ بالاخره فهمیدند یک مَن ماست، چقدر کَره می‌دهد»

محمد جواد ظریف در گفت‌وگو با @FarazDaily
@JZarif https://t.co/GGKtmFtbfX",khabaronlinee
58,۳/ آیت‌الله شاهرودی به قصد درمان و بستری به بیمارستان #پروفسور_سمیعی مراجعه نکرده اما چون ویزای او برای خروج از آلمان مشکل پیدا می‌کند، پروفسور سمیعی او را به بیمارستان می‌برد و بالاخره دو سه روز بعد، شاهرودی به ایران باز می‌گردد.,khabaronlinee
59,۲/ دکتر محمد اسماعیل اکبری اینچنین روایت می‌کند که مرحوم #شاهرودی برای درمان بیماری‌اش به طب گیاهی و بعدتر به طب سوزنی متوسل شده و استخاره‌اش برای رفتن به چین بد می‌آید و برای آلمان خوب؛ نهایتا برای درمان با طب سوزنی به آلمان می‌رود اما آنجا جوابش می‌کنند.,khabaronlinee
60,"#رشتو
۱/ روایتی موثق از رئیس مرکز تحقیقات سرطان دانشگاه شهید بهشتی درباره‌ی حضور مرحوم آیت‌الله شاهرودی در بیمارستان #پروفسور_سمیعی
https://t.co/8ryqA7S0cG",khabaronlinee
61,"«#مجلس از بین رفت و این برای نظام، فاجعه است؛ مردم اعتماد ندارند، مشارکت در حد بسیار بسیار پایین انجام شد، صندوق‌ها خالی بود که دلایل مختلف دارد و #شورای_نگهبان و ردصلاحیت نمایندگان واقعی مردم یکی از دلایل است»

جعفرزاده، نماینده ادوار مجلس
@gh_jafarzadeh
https://t.co/L2Ixjarv9v https://t.co/jttD9XLnED",khabaronlinee
62,"بیش از سی هزار فلسطینی در ۵ ماه گذشته در #غزه قتل عام شده‌اند.
#غزة_تُباد
#غزة
#GazaMassacare 
#Gaza https://t.co/0UKaCSCw8U",khabaronlinee
63,"«پدر و پسری دو شبانه‌روز در رودخانه بالای درخت خودشان را نگه داشتند، بارها درخواست بالگرد کردیم اما هیچکدام از ارگان‌های عزیز حاضر نشدند بالگرد بفرستند تا جان آنها را نجات دهند.» 

رئیس شورای بخش باهوکلات در گفت‌گو با خبرآنلاین
#سیل
#سیستان_و_بلوچستان
https://t.co/KJwehadH37 https://t.co/86YCWZo4eM",khabaronlinee
64,"انتخابات دیروز گرچه رقابتی و پر رونق نبود و بسیاری را به صندوق‌ها نکشاند اما بستر اتفاقات مهمی بود. از رای ندادن #خاتمی و #چنار و پاجوش حدادعادل تا آنچه بر #قالیباف و آملی لاریجانی گذشت.
#انتخابات
#مجلس
#خبرگان https://t.co/yTXVkZ8S01",khabaronlinee
65,لاریجانی می‌گوید در ۱۲ سال مسوولیت‌اش در #مجلس، رهبری هرگز دستوری خطاب به مجلس نداده و از دستور دادن احتذار دارد چراکه مجلس را خانه ملت می‌داند؛ اعتراض و تذکر بوده اما دستور نه. https://t.co/ICTrZqYt0N,khabaronlinee
66,"علی مطهری نماینده‌ی ادوار #مجلس و سرلیست #صدای_ملت در انتخابات کنونی، معتقد است که مقام رهبری برای تایید صلاحیت او مداخله کرده است. در ابتدا هیات‌های اجرایی، مطهری را #رد_صلاحیت کرده بودند و او بعدتر از طریق هیات نظارت تایید شد. 
#کافه_خبر https://t.co/nL5fQR8HBW",khabaronlinee
67,"مصطفی پورمحمدی، دبیر عالی جامعه روحانیت مبارز در گفت‌وگو با خبرآنلاین:
مجلس دوران لاریجانی موفق‌تر بوده است.
#کافه_خبر
@alilarijani_ir https://t.co/oDf4qWenEJ",khabaronlinee
68,"علی مطهری، سرلیست #صدای_ملت میهمان #کافه_خبر خبرآنلاین بوده و گفت‌وگوی پرتیتری هم داشته است.
می‌توانید متن کامل گفت‌گو را اینجا بخوانید:
https://t.co/fFh76CgII9 https://t.co/MrOg3MBECc",khabaronlinee
69,پروین داداندیش گرچه همسر واعظی است و همسرش نامدارتر از او اما می‌گوید آنها با هم بزرگ شده‌اند؛ سیاست خوانده و کار حزبی کرده، از همسر آموخته اما استقلال رای دارد. می‌پذیرد کنار واعظی بودن برایش فرصت آفریده و می‌خواهد برای آنها که پشتوانه‌‌ای اینچنین نداشته‌اند فرصت برابر بیافریند. https://t.co/k1O7O7FrFW,khabaronlinee
70,مرکز افکارسنجی دانشجویان ایران #ایسپا، مشارکت مردم در انتخابات #مجلس را ۴۱ درصد برآورد می‌کند. طبق موج سوم نظرسنجی این مرکز در ۷ و ۸ اسفند، فقط ۲۳/۵٪ تهرانی‌ها رای خواهند داد. https://t.co/J6ZbIE9R1l,khabaronlinee
71,"«اگر یک زمانی یک ساختاری از حکومت اشتباه کرد، مردم باید با حضور خود آن اشتباه را رفع کنند و به حکومت بگویند ما راه خود را متوجه شدیم. رای ندادن مسیری است که کشور را به سمت سلطه اقلیت خواهد برد.»

علی لاریجانی در گفت‌وگو با خبرآنلاین
https://t.co/YQFEf8e3f7
@alilarijani_ir https://t.co/SgLWmGgHXj",khabaronlinee
72,مجالس ختم و یادبود گاهی یک رویداد سیاسی است؛ محل اجتماع و هم‌نشینی چهره‌هایی که معمولا در یک قاب قرار نمی‌گیرند. تصاویر #خاتمی و لاریجانی هم در مراسم بزرگداشت مرحوم آیت‌الله موسوی بجنوردی از آن قاب‌هاست. https://t.co/dB9k6A8rg0,khabaronlinee
73,کریم باقری، اسطوره‌ی فوتبال ایران، شماره‌ی ۶ دوست‌داشتنی، ۵۰ ساله شد. https://t.co/KAlBnMI4Vc,khabaronlinee
74,"چند تصویر از مراسم خاکسپاری مرحوم آیت‌الله موسوی بجنوردی
#خاتمی
#ناطق https://t.co/K5WyEq9Qeh",khabaronlinee
75,"«بهترین وزیر آموزش و پرورش بعد از انقلاب کیست؟»
بطحایی ابتدا قصد پاسخ به این پرسش خبرآنلاین را نداشت اما به سه دلیل، محمدعلی نجفی را بهترین وزیر این چند دهه معرفی کرد:
۱/ توجه به اهمیت معلم
۲/ طولانی بودن مدت وزارت
۳/ ارتباط و تعامل تنگاتنگ با رئیس‌جمهور وقت
#کافه_خبر
@sm_bathaei https://t.co/DRwFf5vDUC",khabaronlinee
76,"متن کامل یادداشت:
https://t.co/EghVT8040X",khabaronlinee
77,نمی‌شود که شما دم از مافیای قدرت و ثروت چهاردرصدی بزنی و خودت را در صف محرومان و مستضعفان تعریف کنی اما سبک زندگی‌ات مردم را به یاد خاندان سلطنت بیندازد که فلان لباسشان را از فرانسه می‌آوردند و بهمان کفششان را از ایتالیا. نمی‌شود برادر من. نمی‌شود جناب سردارِ‌کاپیتان.,khabaronlinee
78,۸/ چیزی که شاید به مذاق خیلی ها خوش نیاید. اما هرچه هست زهد دروغین و ریایی در آن نیست و آن چه آقای #هاشمی را در چشم خیلی ها محترم جلوه داد همین پرهیز از زهد ریایی بود. منظور این که حتی در زندگی اشرافی آقای هاشمی! چیزی به نام خرید سیسمونی برای نوه کاکل زری از خارج دیده نمی شود.,khabaronlinee
