,text,user
40,"معاون امینتی استاندار سیستان و بلوچستان: دقایقی قبل حمله تروریستی به مقر نظامی راسک و چابهار انجام شد

اخبار تکمیلی به زودی اعلام می شود. https://t.co/9tw9kP0s7w",PadDolat
41,وزیر راه: در سال ۱۴۰۲، ۷۲۵ نقطه حادثه‌خیز در کشور رفع شد. نتیجه آن کاهش ۳۲ درصدی نرخ جانباختگان سوانح جاده‌ای در سفرهای نوروزی امسال بود. https://t.co/WNjbaNuIFT,PadDolat
42,وزیر فرهنگ و ارشاد اسلامی: نمایشگاه کتاب امسال هم در مصلی برگزار می شود,PadDolat
43,"مدیر عامل شرکت ملی پخش فرآورده‌های نفتی: وضعیت کارت‌های سوخت اضطراری در جایگاه‌ها با توجه به قانون بودجه ۱۴۰۳ محدود خواهد شد اما این به معنای جمع آوری کارت‌های اضطراری طی هفته جاری در جایگاه‌ها نیست.

 زمان صدور و تحویل کارت سوخت شخصی با همکاری فراجا به یک هفته کاهش خواهد یافت. https://t.co/Ar80swSywO",PadDolat
44,وزیر ارشاد: مخاطبان سینما در نوروز امسال تقریبا ۲ برابر سال گذشته بود https://t.co/6LbS6JPbnq,PadDolat
45,وزیر میراث فرهنگی: پروژه مسجد قیطریه باید با نظارت کارشناس میراث فرهنگی جلو برود. https://t.co/XBvd08qDnI,PadDolat
46,وزیر نفت: از هفته‌های آتی باید با کارت شخصی سوخت بزنید https://t.co/c2g8BxhqVg,PadDolat
47,معاون اقتصادی بانک مرکزی: نرخ رشد نقدینگی پس از ۵ سال به سطح کم‌تر از ۲۵ درصد رسید https://t.co/Mjn7Wap7W1,PadDolat
48,سخنگوی اقتصادی دولت: به‌زودی ۲۰ هزار خودرو وارد گمرکات می‌شود https://t.co/NBBCWlorYz,PadDolat
49,دبیرخانه شورای عالی امنیت ملی:بدنبال جنایت جنگی دیگری از رژیم صهیونیستی علیه اماکن و افراد دارای مصونیت دیپلماتیک و به شهادت رساندن سردار سرلشکر پاسدار محمد رضا زاهدی، شورای عالی امنیت ملی ساعت ۲۱ شب گذشته در حضور رئیس‌جمهور و رئیس شورا تشکیل جلسه داد و تصمیمات مقتضی اتخاذ گردید,PadDolat
50,سفیر ایران در سوریه: تاکنون هیچ یک از حملات رژیم صهیونسیتی بدون پاسخ نبوده است https://t.co/aZ4FYZZyJH,PadDolat
51,رئیس‌جمهور در مراسم شب قدر: روزی که مردم به جمهوری اسلامی رای دادند، همه مردم در کنار هم بودند. امروز هم بعد از ۴۵ سال همه مردم‌ در کنار هم باشند https://t.co/33nlkFPFyi,PadDolat
52,"تکذیب خبر تعطیلی بوستان‌ها در روز ۱۳ فروردین 

معاون امنیتی وزارت کشور: این وزارتخانه اطلاعیه‌ای مبنی بر تعطیلی بوستان‌ها و پارک‌ها در روز طبیعت نداشته است.",PadDolat
53,وزیر فرهنگ و ارشاد اسلامی: نزدیک به ۳ میلیون نفر از نمایشگاه‌های قرآن دیدن کردند https://t.co/WTJmHOwZvS,PadDolat
54,"وزارت میراث فرهنگی: موزه‌ها، محوطه‌ها و اماکن تاریخی شش روز در سال تعطیل هستند که یکی از آن روزها، سالروز شهادت امام علی (ع) است.

بر این اساس، دوشنبه (سیزدهم فروردین برابر با ۲۱ ماه رمضان) تمام این اماکن فرهنگی ـ تاریخی تعطیل هستند. https://t.co/xjjAP8Tjoq",PadDolat
55,وزیر علوم: ۶۵ تا ۷۰ دانشگاه ایران در رتبه‌بندی‌های جهانی حضور دارند https://t.co/EDP74Z225i,PadDolat
56,رئیس پلیس راهور: افزایش جریمه‌ها می‌تواند حداقل ۲۰ درصد از تصادفات و جان‌باختگان را کاهش دهد https://t.co/8eORlDjMW9,PadDolat
57,وزیر کشور: تا به حال گزارش رسمی درباره ارتباط شرکت‌های داخلی محصولات ایرانی، با شرکت‌های صهیونیستی دریافت نکرده‌ایم https://t.co/rnibtkF4gf,PadDolat
58,وزیر ارتباطات: ۵ میلیون نفر از بسته اینترنت ۵ گیگابایتی (معادل ۱۲ گیگابایت داخلی) که به مناسبت عید نوروز و ماه رمضان از سوی دولت برای مردم در نظر گرفته شده است، استفاده کردند. https://t.co/jOmnAEc0Pb,PadDolat
59,رییس اداره میراث فرهنگی آران و بیدگل: ورود گردشگران به مناطق کویری از جمله مرنجاب و سیازگه از ۱۹ الی ۲۳ ماه مبارک رمضان با تصمیم ستاد خدمات سفر شهرستان و با هدف حفظ حرمت شب‌های قدر و ماه مبارک رمضان ممنوع شد. https://t.co/Xc3f2YT7nY,PadDolat
60,رئیس‌جمهور خطاب به وزیران علوم، بهداشت و آموزش‌وپرورش؛ از وجود چهره‌های علمی کشور استفاده کنید https://t.co/GG4CHkXU9z,PadDolat
61,"مصرف بنزین دوباره اوج گرفت

شرکت ملی پخش فرآورده‌های نفتی ایران از توزیع ۱۲۵ میلیون و ۴۰۰ هزار لیتر بنزین در هفتمین روز فروردین‌ماه امسال خبر داد که این عدد در مقایسه با مدت مشابه پارسال (هفتم فروردین‌ماه ۱۴۰۲) ۲.۷ درصد افزایش یافته است.",PadDolat
62,سخنگوی دولت: جرایم رانندگی افزایش پیدا کرده و به زودی ابلاغ خواهد شد https://t.co/125jVgjGRW,PadDolat
63,رئیس سازمان برنامه: ثبت سفارش و تخصیص ارز به واردات خودرو در حال انجام است https://t.co/c7ricvi7xh,PadDolat
64,وزیر میراث فرهنگی: قطع نهال در منطقه گردشگری نور هیچ ارتباطی به وزارت گردشگری ندارد. https://t.co/s5niRHN0Sw,PadDolat
65,ضرغامی: دشمن از این که مردم بدون حاشیه فرهنگی و سیاسی در مکان‌هایی مثل حافظیه و تخت جمشید جمع شدند ناراحت است https://t.co/a80xZd0Mkk,PadDolat
66,وزیر اقتصاد: دولت با افزایش ۱۰۰ هزار میلیاردی بار مالیاتی بودجه توسط مجلس مخالف است و از مجلس خواسته است به دولت اجازه دهد از روش‌هایی دیگر این مبلغ را تامین کند https://t.co/tBna7zhv3p,PadDolat
67,"وزیر کشور: کم بودن مبلغ جرایم رانندگی باعث شده بازدارندگی نداشته باشند 

بخشی از رانندگان قوانین را رعایت نمی‌کنند و موجب ایجاد مشکل برای دیگران می‌شوند https://t.co/QrDHP4fpyg",PadDolat
68,معاون اول رئیس جمهور، کاهش ۲۸ درصدی تلفات جاده ای را یک موفقیت و دستاورد خواند و در عین حال تصریح کرد که حتی یک تلفات و کشته در جاده ها نیز قابل تحمل و پذیرفته نیست.,PadDolat
69,وزیر آموزش و پرورش: لو رفتن سوالات امتحانات نهایی شایعه است https://t.co/LQXZXDrO7w,PadDolat
70,"رئیس‌جمهور در گردهمایی مدیران و کارگزاران دولت‌: بهترین حال می تواند با اراده و نگاه تحولی و تغییر در ما ایجاد شود 

اگر زمین وجود ما به گِرد خورشید قرآن کریم بچرخد، ما هم می توانیم این تحول  را ایجاد کنیم. آنچه که به اراده ما بستگی دارد این است که چگونه حرکت کنیم https://t.co/WtLGf3RTZN",PadDolat
71,سخنگوی صنعت آب: تراز دریاچه ارومیه از ابتدای سال آبی جاری تاکنون ۵۰ سانتیمتر افزایش‌یافته است.,PadDolat
72,رئیس‌جمهور در گردهمایی مدیران و کارگزاران دولت‌: یکی از اولویت‌های دولت، تکمیل طرح‌های نیمه تمام است. دولت باید عقب ماندگی‌ها را جبران کند. این موضوع همچنان مدنظر دولت است تا طرح‌های رها شده، هرچه سریعتر به سامان برسند https://t.co/eFdyGx3D0v,PadDolat
73,رئیس‌جمهور در گردهمایی مدیران و کارگزاران دولت‌: امروز بهترین زمینه برای قرب الهی،‌ خدمت مسئولین به مردم است. اگر این خدمت برای خدا باشد می تواند منجر به ارتقا شخصیت شود https://t.co/2W2KTZfvpD,PadDolat
74,"هشدار قرمز هواشناسی برای دو استان کشور  

رئیس سازمان مدیریت بحران کشور: هموطنانان در ۲ استان لرستان و خوزستان منتظر بارش باران و وزش باد شدید باشند. https://t.co/Z008FoL83h",PadDolat
75,استانداری تهران: طرح جمع‌آوری اتباع غیرمجاز در تفرجگاه‌های استان تهران تا پایان تعطیلات نوروزی ادامه دارد.,PadDolat
76,رئیس سازمان هواپیمایی کشوری: جابجایی بیش از یک میلیون مسافر با ناوگان هوایی از ۲۴ اسفند تا‌کنون https://t.co/aZn4VWQyRF,PadDolat
77,تخصیص میزان ارز مسافرتی طبق وعده بانک مرکزی از ۱۰۰۰ یورو به روال قبل خود ۵۰۰ یورو بازگشت. https://t.co/XKA6GCVnzY,PadDolat
78,رئیس‌جمهور در پیام نوروزی سال ١٤٠٣: اطمینان می‌دهم با توکل به خداوند و همراهی شما مردم شریف، سال ۱۴۰۳ سال رونقِ بیشترِ تولید و اقتصاد، کاهشِ بیشترِ نرخ تورّم و خدمت‌رسانی گسترده به مردم است https://t.co/nweF3dW3hY,PadDolat
79,"رئیس‌جمهور در پیام نوروزی سال ١٤٠٣: سال ١٤٠٢، از منظر اجرای طرح‌های عدالت‌محور نیز مهم بود

اقداماتی مثل کالابرگِ الکترونیک، بیمهِ رایگانِ سلامت برای ١٢میلیون نفر از قشرهای کم‌درآمد، تکمیل و توسعه راه‌های روستایی و رساندن آب و برق و گاز به روستاها در این سال به سرانجام رسید https://t.co/ilaUGyHUTq",PadDolat
80,"رئیس‌جمهور در پیام نوروزی سال ١٤٠٣: دولت ما افتخار دارد که به نام «دولت مردمی» شناخته می‌شود و در کنار مردم است

در دولت سیزدهم، ۴۵ سفر استانی انجام شده؛ اولویت این سفرها،‌ توجه به مطالباتِ مردم و اتمام پروژه‌های نیمه‌تمام و مهم است https://t.co/b3U5tpRxjA",PadDolat
81,رئیس‌جمهور در پیام نوروزی سال ١٤٠٣: امروز بیش از دو میلیون و ٤٠٠ هزار مسکن در کشور، در حال ساخت است و نیمی از مسکن‌های مهر هم به مردم تحویل شد و نیم دیگر هم در دست اقدام است https://t.co/FfDFcBQj5Z,PadDolat
82,رئیس‌جمهور در پیام نوروزی سال ١٤٠٣: سه سال متوالی است که کشور، رشدهای بالای ۴ درصد را تجربه می‌کند و این در حالی است که میانگین رشد اقتصادی در دهه ۹۰ کم‌تر از یک درصد بوده است https://t.co/5rnG9uieEQ,PadDolat
83,برشی جالب از ریش گرو گذاشتن وزیر کار در چانه‌زنی با نمایندگان کارفرمایی در آخرین لحظات جلسه تعیین مزد ١۴٠٣ کارگران https://t.co/zFxMVjm5eq,PadDolat
84,وزیر کار: دولت مصمم است ظرف مدت ۳ سال، مستمری بازنشستگان را به اندازه‌ای افزایش دهد که به ۹۰ درصد حقوق افراد شاغل برسد https://t.co/obSyTPbvOo,PadDolat
85,"رئیس‌جمهور در جلسه شورای‌عالی سلامت و امنیت غذایی: کشور ما زمینه تولید کالاهای اساسی را دارد. هرچه توان دارید برای خودکفایی در کشور بذارید

تولید بدون صادرات معنا ندارد اما به هیچ عنوان کالاهای مورد نیاز داخل نباید به خارج صادر شود https://t.co/JHgzvTRYX9",PadDolat
86,وزیر کار: به این نتیجه رسیدیم که با ارسال لایحه‌ای به مجلس نحوه تعیین حداقل حقوق کارگران را به مجلس واگذار کنیم که بهترین مرجع برای تصمیم‌گیری در این موضوع است. https://t.co/hRn16obB4B,PadDolat
87,سخنگوی ستاد انتخابات: مرحله دوم انتخابات مجلس ۲۱ اردیبهشت برگزار می‌شود.,PadDolat
88,وزیر اقتصاد: نرخ رشد اقتصادی سال ۱۴۰۲ بیش از ۵ درصد برآورد شده است https://t.co/vMLsR4mfpE,PadDolat
89,داعش دستورالعمل‌هایی را صادر کرده بود؛ ما پیش از انتخابات این را اعلام نکردیم تا برای مردم دلهره و نگرانی ایجاد نشود. داعش انتخابات ایران را به عنوان هدف خودش اعلام کرد و گفت به رأی‌دهنده‌ها و صندوق‌های رأی حمله خواهد کرد.,PadDolat
90,دشمنان به ایادی خود آموزش داده بودند ده‌ها هزار کیلومتر فیبرهای نوری که بخش اعظمی از آن‌ها زیر زمین دفن شدند، در روزهای قبل از انتخابات گودبرداری کنند و در روز انتخابات آنها را قطع کنند.,PadDolat
91,به ایادی و تیم‌های مختلف خودشان در داخل ابلاغ کردند که نسبت به انفجار و آتش زدن حوضچه‌های مخابراتی را که از قبل شناسایی کرده بودند،اقدام نمایند. ما به کمک بسیج، فراجا، ارتش و حراست کل، بیش از چند ده هزار حوضچه مخابراتی را به شکل نامحسوس در روز انتخابات محافظت کردیم.,PadDolat
92,تحریم انتخابات را تبدیل به یک کمپین کردند تا اساسا این انتخابات با حداقل مشارکت برگزار شود تا بعد از اینکه خواب پریشان آنها تعبیر شد، اقدامات خود را شبیه جنگ ترکیبی سال ۱۴۰۱، در سایه عدم حضور مردم در انتخابات شروع کنند.,PadDolat
93,به دلیل اشراف اطلاعاتی، توانمندی‌های عملیاتی و اقدامات پیشگیرانه، به فضل الهی به جز یک شهر، در هیچ کدام از شهرها با ناآرامی و مساله خاصی مواجه نشدیم.,PadDolat
94,فراجا از قبل برای این شهرها پیش‌بینی‌های خود را انجام داد و نیروهایش را از تهران و دیگر استان‌های همجوار اعزام کرد. دستگاه‌های اطلاعاتی هم اشراف خودشان را به‌طور قابل ملاحظه‌ای افزایش دادند.,PadDolat
95,"جزئیات «جنگ امنیتی، اطلاعاتی و سایبری» دشمنان علیه ایران در انتخابات ۱۴۰۲

معاون امنیتی وزیر کشور: براساس برآوردهایی که صورت گرفته بود، وضعیت ۲۷ شهرستان به‌گونه‌ای اعلام شد که ظرفیت بروز ناآرامی‌هایی به دلیل رقابت‌های طایفه‌ای و قومی و رقابت‌های بسیار نزدیک نامزدها وجود داشت.",PadDolat
96,"جزئیات برنامه توسعه ۶ میدان نفتی 

به میدان‌های مختلف نفتی چقدر ظرفیت اضافه خواهد شد؟ https://t.co/RxFxim56L0",PadDolat
97,مدیرعامل شرکت نفت: میدان آزادگان ۳۲ میلیارد بشکه نفت دارد و جزو ۱۰ میدان نفتی بزرگ دنیاست https://t.co/lE0LATNM6d,PadDolat
98,مدیرعامل شرکت نفت: با قرارداد توسعه ۶ میدان نفتی ۶۶ هزار شغل مستقیم و غیرمستقیم ایجاد می‌شود https://t.co/rnrbJghMlS,PadDolat
99,رئیس‌جمهور: روند تورم در کشور، مهار و کاهشی شده‌است اما مسئولان نباید دست از تلاش بردارند. https://t.co/FJfFX2mkSK,PadDolat
100,RT @raisi_com: Islamic Republic targeted military bases of usurping regime based on a legitimate right to defend Iran &amp; a 1st step in a suc…,Iran_GOV
101,Borrell: Iran's military response was not far from expected. The attack on the consular section of the Iranian embassy in Damascus is condemned for violating the Vienna Convention. https://t.co/VFzeoGeLyk,Iran_GOV
102,"🇮🇷 | Amirabdollahian a conversation with the foreign policy official of the European Union: After the operation against the Zionist regime was over, the message was given that the issue is over, but if the Zionist regime retaliates, Iran's response will be immediate and extensive",Iran_GOV
103,"🇮🇷 | Referring to the end of Iran's operation against the Zionist regime, the foreign minister of our country said in a call to his Turkish counterpart: ""The new attack of the Zionist regime will have a stronger response."" https://t.co/YvO56lDykq",Iran_GOV
104,"🇮🇷 | Following the irresponsible positions of some British, French and German officials regarding the Islamic Republic of Iran's response to the series of actions of the Zionist regime, the ambassadors of these countries were summoned to the Ministry of Foreign Affairs. https://t.co/GqtBY5E6MP",Iran_GOV
105,"Following the powerful operation against the Zionist regime, the president stated in a message: I emphasize that any new adventure against the interests of the Iranian nation will be met with a heavier and regrettable response. https://t.co/3Z3bhuCBnF",Iran_GOV
106,"Iran's armed forces taught a lesson to the Zionist enemy
  Any new adventure will be met with a heavier and regretful response",Iran_GOV
107,"Dr. Raisi's message following the historic, powerful and victorious operation against the Zionist regime;

The punishment of the aggressor, which was the sincere promise of the powerful and wise leader of the Islamic Revolution, has come true",Iran_GOV
108,🇮🇷 | Dr. Raisi in the telephone conversation between the presidents of Iran and Pakistan: Dominant powers are seditiously seeking to create insecurity and divide between Iran and Pakistan. https://t.co/bG4sYnySKE,Iran_GOV
109,"🇮🇷 | The Minister of Foreign Affairs in a phone call with German: When the Israeli regime completely violates international law and the Vienna Conventions, diplomatic persons and places, the defense of the beginning with the purpose of punishing the aggressor is a necessity. https://t.co/MsPlWmnpl6",Iran_GOV
110,"🇮🇷 | In a telephone conversation with the head of the political bureau of the Hamas movement, Dr. Raisi said: The leaders of the resistance are on the front lines of sacrifice and sacrifice for the liberation of Quds Sharif, along with their nation. https://t.co/JR9kQzC1tT",Iran_GOV
111,"🇮🇷 | Amir Abdullahian, the Minister of Foreign Affairs of our country, discussed with the foreign ministers of Iraq, the United Arab Emirates, Saudi Arabia and Turkey about the situation in Gaza and the crimes of Israel. https://t.co/TCGzz8C7w7",Iran_GOV
112,"🇮🇷 | In a conversation with the President of Turkey, Dr. Raisi emphasized on the implementation of the agreements made between the two countries and the termination of economic and political relations between Islamic countries and the Zionists. https://t.co/cf0Jrb51PL",Iran_GOV
113,"RT @Khamenei_m: Eid al-Fitr, #Palestine &amp; punishing the Zionists
#EidAlFitr
#Gaza
#Iran https://t.co/CbyqweB7ky",Iran_GOV
114,RT @khamenei_ir: All of us should feel we have a responsibility with regard to Gaza.,Iran_GOV
115,"RT @khamenei_ir: The Leader of the Islamic Revolution, Imam Khamenei, met with a number of the officials and ambassadors of Islamic countri…",Iran_GOV
